name,year,selling_price,km_driven,owner,mileage,engine,max_power,seats,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,car_age,model,km_per_year,usage_intensity,specific_power,age_km_interaction,mileage_power_interaction,brand_Ford,brand_Honda,brand_Hyundai,brand_Maruti,brand_Nissan,brand_Other,brand_Renault,brand_Tata,brand_Toyota,brand_Volkswagen
Honda Jazz 1.5 V i DTEC,2015,600000,90000,1,27.3,1498.0,98.6,5.0,1.0,0.0,0.0,1.0,0.0,1.0,10,Jazz,9000.0,2,0.06582109479305741,900000,2691.7799999999997,0,1,0,0,0,0,0,0,0,0
Maruti Swift VDI BSIV,2016,580000,100000,1,25.2,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,9,Swift,11111.111111111111,2,0.05929487179487179,900000,1864.8,0,0,0,1,0,0,0,0,0,0
Renault KWID RXT,2016,350000,15000,1,25.17,799.0,53.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9,KWID,1666.6666666666667,1,0.06670838548185232,135000,1341.561,0,0,0,0,0,0,1,0,0,0
Ford Figo Diesel ZXI,2011,204999,147000,1,20.0,1399.0,68.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,14,Figo,10500.0,2,0.04860614724803431,2058000,1360.0,1,0,0,0,0,0,0,0,0,0
Hyundai i20 Asta 1.4 CRDi (Diesel),2009,310000,120000,2,23.0,1396.0,90.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,16,i20,7500.0,2,0.06446991404011461,1920000,2070.0,0,0,1,0,0,0,0,0,0,0
Ford Figo 1.5D Titanium Opt MT,2016,459999,69000,2,25.83,1498.0,99.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,9,Figo,7666.666666666667,2,0.06608811748998665,621000,2557.1699999999996,1,0,0,0,0,0,0,0,0,0
Maruti Ciaz ZDi Plus SHVS,2017,860000,80000,1,28.09,1248.0,88.5,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,Ciaz,10000.0,2,0.07091346153846154,640000,2485.965,0,0,0,1,0,0,0,0,0,0
Hyundai i10 LPG,2012,275000,97000,3,25.65,1086.0,68.1,5.0,0.0,1.0,0.0,1.0,0.0,1.0,13,i10,7461.538461538462,2,0.06270718232044198,1261000,1746.7649999999996,0,0,1,0,0,0,0,0,0,0
Renault KWID RXT Optional,2016,390000,15000,1,25.17,799.0,53.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9,KWID,1666.6666666666667,1,0.06670838548185232,135000,1341.561,0,0,0,0,0,0,1,0,0,0
Maruti Alto LX BSIII,2005,110000,50800,2,19.7,796.0,46.3,5.0,0.0,0.0,1.0,0.0,0.0,1.0,20,Alto,2540.0,1,0.05816582914572864,1016000,912.1099999999999,0,0,0,1,0,0,0,0,0,0
Hyundai Xcent 1.1 CRDi SX Option,2018,665000,40142,1,24.4,1120.0,71.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,7,Xcent,5734.571428571428,2,0.06339285714285714,280994,1732.3999999999999,0,0,1,0,0,0,0,0,0,0
Hyundai i20 1.2 Asta,2019,721000,9400,1,18.6,1197.0,81.83,5.0,0.0,0.0,1.0,0.0,0.0,1.0,6,i20,1566.6666666666667,1,0.06836257309941521,56400,1522.038,0,0,1,0,0,0,0,0,0,0
Mahindra KUV 100 D75 K6 Plus 5Str,2016,390000,62000,1,25.32,1198.0,77.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,9,KUV,6888.888888888889,2,0.0642737896494157,558000,1949.64,0,0,0,0,0,1,0,0,0,0
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,685000,4300,1,18.6,1197.0,81.86,5.0,0.0,0.0,1.0,0.0,0.0,1.0,6,Elite,716.6666666666666,1,0.0683876357560568,25800,1522.596,0,0,1,0,0,0,0,0,0,0
Maruti Swift VXI,2019,595000,14548,1,21.21,1197.0,81.8,5.0,0.0,0.0,1.0,0.0,0.0,1.0,6,Swift,2424.6666666666665,1,0.0683375104427736,87288,1734.978,0,0,0,1,0,0,0,0,0,0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,900000,44772,2,23.0,1498.0,98.96,5.0,1.0,0.0,0.0,0.0,0.0,1.0,7,EcoSport,6396.0,2,0.06606141522029373,313404,2276.08,1,0,0,0,0,0,0,0,0,0
Hyundai i20 2015-2017 Magna 1.2,2017,570000,28782,1,18.6,1197.0,81.83,5.0,0.0,0.0,1.0,0.0,0.0,1.0,8,i20,3597.75,1,0.06836257309941521,230256,1522.038,0,0,1,0,0,0,0,0,0,0
Hyundai i20 Asta 1.2,2018,700000,28451,1,18.6,1197.0,81.83,5.0,0.0,0.0,1.0,0.0,0.0,1.0,7,i20,4064.4285714285716,1,0.06836257309941521,199157,1522.038,0,0,1,0,0,0,0,0,0,0
Maruti Vitara Brezza ZDi,2018,910000,36500,1,24.3,1248.0,88.5,5.0,1.0,0.0,0.0,0.0,0.0,1.0,7,Vitara,5214.285714285715,2,0.07091346153846154,255500,2150.55,0,0,0,1,0,0,0,0,0,0
Maruti Swift Dzire VDI Optional,2018,751000,44885,1,26.59,1248.0,74.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,7,Swift,6412.142857142857,2,0.05929487179487179,314195,1967.66,0,0,0,1,0,0,0,0,0,0
Tata Indica Vista Terra 1.4 TDI,2009,135000,110000,2,17.0,1405.0,71.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,16,Indica,6875.0,2,0.050533807829181494,1760000,1207.0,0,0,0,0,0,0,0,1,0,0
Hyundai i20 Diesel Asta Option,2014,550000,76000,1,22.54,1396.0,88.73,5.0,1.0,0.0,0.0,0.0,0.0,1.0,11,i20,6909.090909090909,2,0.06356017191977077,836000,1999.9742,0,0,1,0,0,0,0,0,0,0
Honda City 1.5 V MT,2013,475000,55000,2,17.0,1497.0,118.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,12,City,4583.333333333333,1,0.0788243152972612,660000,2006.0,0,1,0,0,0,0,0,0,0,0
Maruti Swift Dzire VDI,2017,625000,70000,1,23.4,1248.0,74.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,8,Swift,8750.0,2,0.05929487179487179,560000,1731.6,0,0,0,1,0,0,0,0,0,0
Hyundai Santro GLS I - Euro II,2009,195000,56000,2,19.5,1248.0,81.83,5.0,0.0,0.0,1.0,0.0,0.0,1.0,16,Santro,3500.0,1,0.06556891025641025,896000,1595.685,0,0,1,0,0,0,0,0,0,0
Maruti Swift ZDi,2014,470000,89000,1,22.9,1248.0,74.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,11,Swift,8090.909090909091,2,0.05929487179487179,979000,1694.6,0,0,0,1,0,0,0,0,0,0
Maruti Swift VDI,2013,380000,57000,1,22.9,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,12,Swift,4750.0,1,0.05929487179487179,684000,1694.6,0,0,0,1,0,0,0,0,0,0
Maruti Swift Dzire VDI,2017,650000,70000,1,26.59,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,Swift,8750.0,2,0.05929487179487179,560000,1967.66,0,0,0,1,0,0,0,0,0,0
Hyundai EON Era Plus,2016,275000,49200,1,21.1,814.0,55.2,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9,EON,5466.666666666667,2,0.06781326781326781,442800,1164.72,0,0,1,0,0,0,0,0,0,0
Hyundai i10 Era,2008,200000,60000,2,19.81,1086.0,68.05,5.0,0.0,0.0,1.0,1.0,0.0,1.0,17,i10,3529.4117647058824,1,0.06266114180478821,1020000,1348.0704999999998,0,0,1,0,0,0,0,0,0,0
Maruti Eeco 5 Seater AC BSIV,2015,315000,120000,2,15.37,1196.0,73.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,10,Eeco,12000.0,2,0.061036789297658864,1200000,1122.01,0,0,0,1,0,0,0,0,0,0
Maruti Alto LXI,2004,90000,110000,3,19.7,796.0,46.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,21,Alto,5238.0952380952385,2,0.05816582914572864,2310000,912.1099999999999,0,0,0,1,0,0,0,0,0,0
Maruti Wagon R LXI Minor,2007,120000,70000,2,18.9,1061.0,67.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,18,Wagon,3888.8888888888887,1,0.06314797360980208,1260000,1266.3,0,0,0,1,0,0,0,0,0,0
Maruti Wagon R LXI,2006,90000,168000,2,18.9,998.0,67.1,5.0,0.0,0.0,1.0,1.0,0.0,1.0,19,Wagon,8842.105263157895,2,0.06723446893787574,3192000,1268.1899999999998,0,0,0,1,0,0,0,0,0,0
Hyundai Grand i10 CRDi Sportz,2015,370000,60000,1,24.0,1120.0,70.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,10,Grand,6000.0,2,0.0625,600000,1680.0,0,0,1,0,0,0,0,0,0,0
Maruti Swift VDI BSIV,2016,595000,131111,1,25.2,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,9,Swift,14567.888888888889,2,0.05929487179487179,1179999,1864.8,0,0,0,1,0,0,0,0,0,0
Mahindra Renault Logan 1.5 DLE Diesel,2007,150000,120000,2,19.2,1461.0,65.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,18,Renault,6666.666666666667,2,0.044490075290896644,2160000,1248.0,0,0,0,0,0,1,0,0,0,0
Maruti Swift Dzire VDi,2012,400000,58400,2,19.3,1248.0,73.9,5.0,1.0,0.0,0.0,1.0,0.0,1.0,13,Swift,4492.307692307692,1,0.059214743589743594,759200,1426.2700000000002,0,0,0,1,0,0,0,0,0,0
Maruti Alto K10 VXI Airbag,2016,310000,23400,2,23.95,998.0,67.1,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9,Alto,2600.0,1,0.06723446893787574,210600,1607.0449999999998,0,0,0,1,0,0,0,0,0,0
Maruti Celerio VXI MT BSIV,2018,385000,50000,1,23.1,998.0,67.04,5.0,0.0,0.0,1.0,1.0,0.0,1.0,7,Celerio,7142.857142857143,2,0.06717434869739479,350000,1548.6240000000003,0,0,0,1,0,0,0,0,0,0
Maruti Swift 1.3 LXI,2005,105000,158107,2,19.5,1248.0,81.83,5.0,0.0,0.0,1.0,1.0,0.0,1.0,20,Swift,7905.35,2,0.06556891025641025,3162140,1595.685,0,0,0,1,0,0,0,0,0,0
Hyundai Santro Sportz AMT BSIV,2019,521000,3010,1,20.3,1086.0,68.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,6,Santro,501.6666666666667,1,0.06261510128913444,18060,1380.4,0,0,1,0,0,0,0,0,0,0
Tata Manza Aqua Quadrajet BS IV,2010,180000,80000,1,21.12,1248.0,88.8,5.0,1.0,0.0,0.0,1.0,0.0,1.0,15,Manza,5333.333333333333,2,0.07115384615384615,1200000,1875.4560000000001,0,0,0,0,0,0,0,1,0,0
Ford Fiesta EXi 1.4 TDCi Ltd,2011,220000,155000,2,17.8,1399.0,68.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,14,Fiesta,11071.42857142857,2,0.04860614724803431,2170000,1210.4,1,0,0,0,0,0,0,0,0,0
Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,540000,4000,1,18.9,1197.0,81.86,5.0,0.0,0.0,1.0,1.0,0.0,1.0,7,Grand,571.4285714285714,1,0.0683876357560568,28000,1547.1539999999998,0,0,1,0,0,0,0,0,0,0
Maruti Alto LXi BSIII,2007,140000,35000,2,19.7,796.0,46.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,18,Alto,1944.4444444444443,1,0.05816582914572864,630000,912.1099999999999,0,0,0,1,0,0,0,0,0,0
Maruti Zen VXI,2003,200000,121000,1,17.3,993.0,60.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,22,Zen,5500.0,2,0.06042296072507553,2662000,1038.0,0,0,0,1,0,0,0,0,0,0
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,650000,110000,2,22.77,1498.0,98.59,5.0,1.0,0.0,0.0,1.0,0.0,1.0,10,EcoSport,11000.0,2,0.06581441922563418,1100000,2244.8943,1,0,0,0,0,0,0,0,0,0
Ford Fiesta 1.4 SXi TDCi ABS,2010,229999,170000,2,17.8,1399.0,68.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,15,Fiesta,11333.333333333334,2,0.04860614724803431,2550000,1210.4,1,0,0,0,0,0,0,0,0,0
Maruti Swift Vdi BSIII,2010,305000,175000,3,17.8,1248.0,75.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,15,Swift,11666.666666666666,2,0.06009615384615385,2625000,1335.0,0,0,0,1,0,0,0,0,0,0
Ford Fiesta 1.4 ZXi TDCi LE,2008,200000,163000,1,17.8,1399.0,68.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,17,Fiesta,9588.235294117647,2,0.04860614724803431,2771000,1210.4,1,0,0,0,0,0,0,0,0,0
Ford Fiesta 1.4 ZXi TDCi ABS,2008,200000,163000,1,17.8,1399.0,68.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,17,Fiesta,9588.235294117647,2,0.04860614724803431,2771000,1210.4,1,0,0,0,0,0,0,0,0,0
Nissan Micra Diesel XV,2011,210000,110000,3,23.08,1461.0,63.1,5.0,1.0,0.0,0.0,1.0,0.0,1.0,14,Micra,7857.142857142857,2,0.0431895961670089,1540000,1456.348,0,0,0,0,1,0,0,0,0,0
Maruti Swift Dzire ZXI,2016,620000,36000,1,20.85,1197.0,83.14,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9,Swift,4000.0,1,0.06945697577276524,324000,1733.469,0,0,0,1,0,0,0,0,0,0
Maruti Wagon R VXI BS IV,2012,250000,65000,2,18.9,998.0,67.1,5.0,0.0,0.0,1.0,1.0,0.0,1.0,13,Wagon,5000.0,1,0.06723446893787574,845000,1268.1899999999998,0,0,0,1,0,0,0,0,0,0
Fiat Grande Punto 1.3 Emotion (Diesel),2013,300000,82500,1,20.3,1248.0,75.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,12,Grande,6875.0,2,0.06009615384615385,990000,1522.5,0,0,0,0,0,1,0,0,0,0
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,810000,30000,2,23.0,1498.0,98.96,5.0,1.0,0.0,0.0,1.0,0.0,1.0,7,EcoSport,4285.714285714285,1,0.06606141522029373,210000,2276.08,1,0,0,0,0,0,0,0,0,0
Maruti Swift Dzire LDI Optional,2015,470000,70000,2,26.59,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,10,Swift,7000.0,2,0.05929487179487179,700000,1967.66,0,0,0,1,0,0,0,0,0,0
Tata Zest Quadrajet 1.3 XT,2017,400000,85000,1,20.65,1248.0,88.7,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,Zest,10625.0,2,0.07107371794871795,680000,1831.655,0,0,0,0,0,0,0,1,0,0
Maruti Wagon R Stingray VXI,2014,300000,60000,2,20.51,998.0,67.04,5.0,0.0,0.0,1.0,1.0,0.0,1.0,11,Wagon,5454.545454545455,2,0.06717434869739479,660000,1374.9904000000001,0,0,0,1,0,0,0,0,0,0
Maruti Alto 800 Base,2015,170000,20000,3,22.74,796.0,47.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,10,Alto,2000.0,1,0.059422110552763814,200000,1075.6019999999999,0,0,0,1,0,0,0,0,0,0
Renault Duster 110PS Diesel RXZ Optional with Nav,2014,455999,80000,1,19.01,1461.0,108.45,5.0,1.0,0.0,0.0,1.0,0.0,1.0,11,Duster,7272.727272727273,2,0.0742299794661191,880000,2061.6345,0,0,0,0,0,0,1,0,0,0
Hyundai Santro LS zipPlus,2002,35000,75000,2,19.5,1248.0,81.83,5.0,0.0,0.0,1.0,1.0,0.0,1.0,23,Santro,3260.8695652173915,1,0.06556891025641025,1725000,1595.685,0,0,1,0,0,0,0,0,0,0
Maruti Swift 1.3 LXI,2005,85000,100000,1,19.5,1248.0,81.83,5.0,0.0,0.0,1.0,1.0,0.0,1.0,20,Swift,5000.0,1,0.06556891025641025,2000000,1595.685,0,0,0,1,0,0,0,0,0,0
Maruti Vitara Brezza VDi Option,2016,650000,80000,2,24.3,1248.0,88.5,5.0,1.0,0.0,0.0,1.0,0.0,1.0,9,Vitara,8888.888888888889,2,0.07091346153846154,720000,2150.55,0,0,0,1,0,0,0,0,0,0
Tata Bolt Revotron XE,2017,350000,35000,1,17.57,1193.0,88.7,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Bolt,4375.0,1,0.07435037720033529,280000,1558.459,0,0,0,0,0,0,0,1,0,0
Chevrolet Beat Diesel,2013,125000,139000,1,25.44,936.0,57.6,5.0,1.0,0.0,0.0,1.0,0.0,1.0,12,Beat,11583.333333333334,2,0.06153846153846154,1668000,1465.344,0,0,0,0,0,0,0,0,0,0
Maruti Alto AX,2005,80000,90000,2,19.7,796.0,46.3,5.0,0.0,0.0,1.0,1.0,0.0,0.0,20,Alto,4500.0,1,0.05816582914572864,1800000,912.1099999999999,0,0,0,1,0,0,0,0,0,0
Maruti Omni E 8 Str STD,2009,120000,120000,1,19.5,1248.0,81.83,5.0,0.0,0.0,1.0,1.0,0.0,1.0,16,Omni,7500.0,2,0.06556891025641025,1920000,1595.685,0,0,0,1,0,0,0,0,0,0
Honda City 2017-2020 GXi,2008,250000,100000,1,17.7,1497.0,78.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,17,City,5882.35294117647,2,0.052104208416833664,1700000,1380.6,0,1,0,0,0,0,0,0,0,0
Volkswagen Vento Diesel Trendline,2011,225000,90000,1,20.54,1598.0,103.6,5.0,1.0,0.0,0.0,1.0,0.0,1.0,14,Vento,6428.571428571428,2,0.06483103879849812,1260000,2127.944,0,0,0,0,0,0,0,0,0,1
Hyundai Xcent 1.2 CRDi E Plus,2017,450000,40000,2,25.4,1186.0,73.97,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,Xcent,5000.0,1,0.062369308600337264,320000,1878.838,0,0,1,0,0,0,0,0,0,0
Hyundai Xcent 1.2 VTVT S,2017,509999,90000,1,20.14,1197.0,81.86,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Xcent,11250.0,2,0.0683876357560568,720000,1648.6604,0,0,1,0,0,0,0,0,0,0
Maruti Alto 800 LXI,2015,245000,36710,2,22.74,796.0,47.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,10,Alto,3671.0,1,0.059422110552763814,367100,1075.6019999999999,0,0,0,1,0,0,0,0,0,0
Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,2016,620000,28180,1,23.65,1248.0,88.5,5.0,1.0,0.0,0.0,0.0,0.0,1.0,9,SX4,3131.1111111111113,1,0.07091346153846154,253620,2093.025,0,0,0,1,0,0,0,0,0,0
Maruti Ritz VDi,2014,370000,30000,1,23.2,1248.0,73.94,5.0,1.0,0.0,0.0,1.0,0.0,1.0,11,Ritz,2727.2727272727275,1,0.05924679487179487,330000,1715.408,0,0,0,1,0,0,0,0,0,0
Maruti Swift VXI,2013,350000,15000,1,18.6,1197.0,85.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,12,Swift,1250.0,1,0.07167919799498747,180000,1595.88,0,0,0,1,0,0,0,0,0,0
Maruti Baleno Alpha 1.2,2017,580000,20000,1,21.4,1197.0,83.1,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Baleno,2500.0,1,0.06942355889724311,160000,1778.3399999999997,0,0,0,1,0,0,0,0,0,0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,450000,56000,1,18.9,1197.0,81.86,5.0,0.0,0.0,1.0,1.0,0.0,1.0,7,Grand,8000.0,2,0.0683876357560568,392000,1547.1539999999998,0,0,1,0,0,0,0,0,0,0
Hyundai i20 Active 1.2 S,2017,600000,19000,1,17.19,1197.0,81.86,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,i20,2375.0,1,0.0683876357560568,152000,1407.1734000000001,0,0,1,0,0,0,0,0,0,0
Hyundai i20 1.2 Magna Executive,2017,450000,70000,1,18.6,1197.0,81.83,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,i20,8750.0,2,0.06836257309941521,560000,1522.038,0,0,1,0,0,0,0,0,0,0
Tata Indigo CS LX (TDI) BS III,2009,150000,30000,1,19.09,1396.0,69.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,16,Indigo,1875.0,1,0.0494269340974212,480000,1317.21,0,0,0,0,0,0,0,1,0,0
Maruti Eeco 5 Seater AC BSIV,2019,400000,15000,1,15.37,1196.0,73.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,6,Eeco,2500.0,1,0.061036789297658864,90000,1122.01,0,0,0,1,0,0,0,0,0,0
Maruti Alto 800 LXI,2013,185000,85000,1,22.74,796.0,47.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,12,Alto,7083.333333333333,2,0.059422110552763814,1020000,1075.6019999999999,0,0,0,1,0,0,0,0,0,0
Maruti Swift AMT VXI,2018,625000,50000,1,22.0,1197.0,81.8,5.0,0.0,0.0,1.0,1.0,0.0,0.0,7,Swift,7142.857142857143,2,0.0683375104427736,350000,1799.6,0,0,0,1,0,0,0,0,0,0
Hyundai i20 Active SX Petrol,2019,700000,20000,1,17.19,1197.0,81.86,5.0,0.0,0.0,1.0,1.0,0.0,1.0,6,i20,3333.3333333333335,1,0.0683876357560568,120000,1407.1734000000001,0,0,1,0,0,0,0,0,0,0
Maruti Wagon R VXI Optional,2017,390000,25000,1,20.51,998.0,67.04,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Wagon,3125.0,1,0.06717434869739479,200000,1374.9904000000001,0,0,0,1,0,0,0,0,0,0
Tata Nexon 1.2 Revotron XM,2018,625000,25000,1,17.0,1198.0,108.5,5.0,0.0,0.0,1.0,1.0,0.0,1.0,7,Nexon,3571.4285714285716,1,0.09056761268781302,175000,1844.5,0,0,0,0,0,0,0,1,0,0
Maruti Swift Dzire VXI,2014,400000,50000,1,19.1,1197.0,85.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,11,Swift,4545.454545454545,1,0.07167919799498747,550000,1638.78,0,0,0,1,0,0,0,0,0,0
Hyundai i20 1.4 CRDi Asta,2011,380000,150000,4,23.0,1396.0,90.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,14,i20,10714.285714285714,2,0.06446991404011461,2100000,2070.0,0,0,1,0,0,0,0,0,0,0
Tata Zest Revotron 1.2T XMS,2019,620000,100000,1,17.57,1193.0,88.7,5.0,0.0,0.0,1.0,1.0,0.0,1.0,6,Zest,16666.666666666668,3,0.07435037720033529,600000,1558.459,0,0,0,0,0,0,0,1,0,0
Ford Fiesta Classic 1.4 SXI Duratorq,2008,190000,180000,2,17.8,1399.0,67.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,17,Fiesta,10588.235294117647,2,0.04789135096497498,3060000,1192.6000000000001,1,0,0,0,0,0,0,0,0,0
Maruti Alto 800 LXI,2013,210000,50000,2,22.74,796.0,47.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,12,Alto,4166.666666666667,1,0.059422110552763814,600000,1075.6019999999999,0,0,0,1,0,0,0,0,0,0
Maruti Ritz VDi,2012,270000,80000,3,23.2,1248.0,73.94,5.0,1.0,0.0,0.0,1.0,0.0,1.0,13,Ritz,6153.846153846154,2,0.05924679487179487,1040000,1715.408,0,0,0,1,0,0,0,0,0,0
Hyundai EON D Lite Plus,2014,220000,93000,2,21.1,814.0,55.2,5.0,0.0,0.0,1.0,1.0,0.0,1.0,11,EON,8454.545454545454,2,0.06781326781326781,1023000,1164.72,0,0,1,0,0,0,0,0,0,0
Hyundai i20 Asta 1.2,2013,370000,120000,1,18.5,1197.0,82.85,5.0,0.0,0.0,1.0,1.0,0.0,1.0,12,i20,10000.0,2,0.06921470342522974,1440000,1532.725,0,0,1,0,0,0,0,0,0,0
Hyundai Santro Xing XG AT eRLX Euro II,2006,95000,100000,2,19.5,1248.0,81.83,5.0,0.0,0.0,1.0,1.0,0.0,0.0,19,Santro,5263.1578947368425,2,0.06556891025641025,1900000,1595.685,0,0,1,0,0,0,0,0,0,0
Honda City V MT,2012,550000,120000,1,16.8,1497.0,116.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,13,City,9230.76923076923,2,0.07768871075484302,1560000,1953.8400000000001,0,1,0,0,0,0,0,0,0,0
Ford Fiesta 1.4 SXi TDCi ABS,2010,225000,100000,2,17.8,1399.0,68.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,15,Fiesta,6666.666666666667,2,0.04860614724803431,1500000,1210.4,1,0,0,0,0,0,0,0,0,0
Hyundai EON Era Plus,2016,280000,60000,1,21.1,814.0,55.2,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9,EON,6666.666666666667,2,0.06781326781326781,540000,1164.72,0,0,1,0,0,0,0,0,0,0
Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,570000,44077,1,17.01,1499.0,110.5,5.0,0.0,0.0,1.0,0.0,0.0,0.0,8,Figo,5509.625,2,0.07371581054036024,352616,1879.6050000000002,1,0,0,0,0,0,0,0,0,0
Maruti Alto 800 LXI,2017,290000,90000,2,24.7,796.0,47.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Alto,11250.0,2,0.059422110552763814,720000,1168.31,0,0,0,1,0,0,0,0,0,0
Hyundai i20 Active 1.4 S,2018,720000,50000,2,21.19,1396.0,88.73,5.0,1.0,0.0,0.0,1.0,0.0,1.0,7,i20,7142.857142857143,2,0.06356017191977077,350000,1880.1887000000002,0,0,1,0,0,0,0,0,0,0
Ford EcoSport 1.5 TDCi Trend Plus BSIV,2017,800000,60000,1,22.77,1498.0,98.59,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,EcoSport,7500.0,2,0.06581441922563418,480000,2244.8943,1,0,0,0,0,0,0,0,0,0
Hyundai i10 Era,2012,265000,20000,3,19.81,1086.0,68.05,5.0,0.0,0.0,1.0,1.0,0.0,1.0,13,i10,1538.4615384615386,1,0.06266114180478821,260000,1348.0704999999998,0,0,1,0,0,0,0,0,0,0
Maruti Alto LX BSIII,2010,135000,90000,3,19.7,796.0,46.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,15,Alto,6000.0,2,0.05816582914572864,1350000,912.1099999999999,0,0,0,1,0,0,0,0,0,0
Ford Figo 1.5D Ambiente MT,2016,350000,70000,2,25.83,1498.0,99.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,9,Figo,7777.777777777777,2,0.06608811748998665,630000,2557.1699999999996,1,0,0,0,0,0,0,0,0,0
Maruti Swift 1.3 VXi,2008,200000,80000,2,19.5,1248.0,81.83,5.0,0.0,0.0,1.0,1.0,0.0,1.0,17,Swift,4705.882352941177,1,0.06556891025641025,1360000,1595.685,0,0,0,1,0,0,0,0,0,0
Maruti Swift Dzire ZXi,2012,355000,90000,2,17.5,1298.0,85.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,13,Swift,6923.076923076923,2,0.06610169491525424,1170000,1501.5,0,0,0,1,0,0,0,0,0,0
Hyundai Elite i20 Petrol Asta,2019,700000,17000,1,18.6,1197.0,81.86,5.0,0.0,0.0,1.0,1.0,0.0,1.0,6,Elite,2833.3333333333335,1,0.0683876357560568,102000,1522.596,0,0,1,0,0,0,0,0,0,0
Volkswagen Polo Diesel Highline 1.2L,2012,350000,74000,2,22.07,1199.0,73.9,5.0,1.0,0.0,0.0,1.0,0.0,1.0,13,Polo,5692.307692307692,2,0.06163469557964971,962000,1630.9730000000002,0,0,0,0,0,0,0,0,0,1
